BOAT,DATETIME,TIME_LOCAL_unk,LATITUDE_GPS_unk,LONGITUDE_GPS_unk,BOAT_SPEED_km_h_1,GPS_SOG_km_h_1,HEADING_deg,TWA_SGP_deg,TWS_SGP_km_h_1,TWD_SGP_deg,AWA_SGP_deg,RATE_YAW_deg_s_1,GPS_COG_deg,LEEWAY_deg,VMG_km_h_1,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_WING_TWIST_deg,ANGLE_WING_ROT_deg,PITCH_deg,HEEL_deg,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LENGTH_RH_BOW_mm,ANGLE_RUDDER_deg,ANGLE_RUD_AVG_deg,ANGLE_RUD_DIFF_TACK_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_RACE_NUM_unk,PC_TTS_s,PC_TTK_s,PC_TTB_s,PC_DTB_m,PC_DTL_m,PC_TTM_s,BearingToMark,RelativeAngle,VMC,BearingToTarget
GBR,2025-01-19 03:10:30,2025-01-19 16:10:30,-36.8300672,174.7596227,53.42,53.83,29.15,38.08,38.87,62.71,17.28,2.2,29.26,2.25,38.99,-16.75,-11.82,0.0,-6.32,-0.64,5.46,22.21,13.22,-2.15,-1.82,1059.67,1067.2,1061.49,0.2,3.27,5.57,4.05,-0.54,-4.87,7.26,7.0,3.0,25011905.0,-149.27,-1.4,22.3,226.25,29.32,8.1,,301.59515216754113,27.987477275922373,87.55484783245885
GBR,2025-01-19 03:10:31,2025-01-19 16:10:31,-36.8299535,174.759708,50.64,50.96,36.6,34.31,39.3,63.07,17.22,18.31,38.42,4.79,36.35,-16.71,-11.87,0.0,-6.5,-0.84,5.42,22.12,12.99,-2.0,-1.03,1067.99,1062.51,1010.4,-8.78,3.58,2.26,3.67,1.41,-4.86,5.29,7.0,3.0,25011905.0,-150.27,-1.4,23.76,216.93,29.32,7.4,,308.0425621550922,31.20673182399196,88.55743784490784
GBR,2025-01-19 03:10:32,2025-01-19 16:10:32,-36.8298699,174.7598177,44.69,45.04,63.22,19.17,39.93,63.4,11.91,31.46,66.61,6.01,32.67,-7.78,-3.28,0.0,-2.45,-0.89,2.02,10.08,2.13,-1.31,2.32,1116.99,1058.42,1110.77,-15.51,3.57,-1.92,0.63,2.98,-4.85,5.19,7.0,3.0,25011905.0,-151.27,-1.4,32.55,212.31,29.32,6.8,,333.91504781765695,40.13801459180033,89.30495218234307
GBR,2025-01-19 03:10:33,2025-01-19 16:10:33,-36.8298442,174.7599485,40.64,42.21,93.45,-17.01,40.29,63.71,-7.37,25.13,98.57,1.24,34.86,14.01,9.74,0.0,2.7,-4.39,-11.71,-25.51,-13.77,-1.46,2.53,1041.91,908.8,986.84,-12.38,3.62,6.14,1.27,6.08,-4.87,5.24,7.0,3.0,25011905.0,-152.27,-1.4,68.74,211.34,29.32,33.4,,3.916840076096207,40.545074918595205,89.53315992390378
GBR,2025-01-19 03:10:34,2025-01-19 16:10:34,-36.8298701,174.760076,41.2,43.41,111.5,-40.61,40.47,64.0,-21.27,10.03,116.49,-3.03,36.97,16.74,9.02,0.0,0.3,-9.72,-18.5,-35.21,-16.05,-2.29,3.52,1005.0,888.05,923.76,-4.48,3.5,6.37,2.33,7.27,-4.89,5.3,7.0,3.0,25011905.0,-153.27,-1.4,89.33,215.45,29.32,32.7,,22.220939018689194,38.14017649704386,89.2790609813108
GBR,2025-01-19 03:10:35,2025-01-19 16:10:35,-36.8299198,174.7601984,42.91,44.87,114.99,-50.17,40.52,64.21,-26.34,-1.79,117.24,-3.69,30.1,16.7,8.59,0.0,-0.78,-10.86,-21.24,-37.95,-17.6,-2.04,4.65,988.42,833.47,832.49,1.49,3.5,6.38,3.73,5.63,-4.9,5.39,7.0,3.0,25011905.0,-154.27,-1.4,84.26,223.45,29.32,31.9,,26.202918136625158,38.50039170242741,88.78708186337485
GBR,2025-01-19 03:10:36,2025-01-19 16:10:36,-36.82997,174.7603246,43.66,45.86,113.36,-54.78,40.54,63.83,-27.87,-0.18,115.66,-3.11,27.02,16.67,8.51,0.0,-0.81,-10.63,-20.73,-37.41,-18.67,-1.04,4.93,1094.1,859.42,999.13,0.5,3.5,6.37,4.89,3.97,-4.9,5.41,7.0,3.0,25011905.0,-155.17,-1.4,84.97,233.57,29.32,31.4,,25.087043747190762,39.54132079166763,88.27295625280925
GBR,2025-01-19 03:10:37,2025-01-19 16:10:37,-36.8300211,174.7604551,45.92,48.42,113.99,-53.53,40.57,63.55,-26.96,0.87,117.3,-3.98,27.35,16.71,8.39,0.0,-0.89,-10.6,-20.73,-37.44,-18.75,-1.54,4.4,1129.88,859.59,957.22,0.81,3.5,6.38,5.0,3.93,-4.9,5.41,7.0,3.0,25011905.0,-156.17,-1.4,80.07,241.78,29.32,30.6,,26.259356618662707,41.18107905868785,87.7306433813373
GBR,2025-01-19 03:10:38,2025-01-19 16:10:38,-36.8300777,174.7605923,49.02,51.37,114.7,-53.02,40.59,63.41,-25.81,0.02,117.4,-3.59,27.98,16.7,8.33,0.0,-0.83,-10.76,-20.73,-37.43,-18.69,-1.81,4.1,1088.85,849.17,951.05,1.37,3.5,6.37,5.0,3.64,-4.9,5.46,7.0,3.0,25011905.0,-157.17,-1.4,72.88,250.97,29.32,29.8,,27.59007427702278,43.44563313768185,87.10992572297721
GBR,2025-01-19 03:10:39,2025-01-19 16:10:39,-36.8301365,174.7607377,51.23,53.44,113.64,-52.57,41.06,63.25,-24.95,-2.44,115.09,-2.97,27.92,16.72,8.32,0.0,-0.84,-10.62,-20.73,-37.46,-17.54,-1.73,3.77,1048.25,850.19,935.7,1.94,3.52,6.14,6.59,3.51,-4.29,5.43,7.0,3.0,25011905.0,-158.17,-1.4,69.22,262.08,29.32,29.0,,27.201878086645195,45.56403319402183,86.43812191335479
GBR,2025-01-19 03:10:40,2025-01-19 16:10:40,-36.830192,174.7608905,52.55,54.76,111.03,-50.97,41.76,63.01,-24.01,-1.95,112.85,-2.92,28.39,16.72,8.29,0.0,-0.85,-10.69,-20.74,-37.46,-16.12,-1.62,3.37,978.8,882.65,950.22,1.41,3.52,6.07,7.0,3.07,1.35,5.39,7.0,3.0,25011905.0,-159.17,-1.4,68.58,271.59,29.32,28.1,,25.261393718268664,47.524659318019395,85.76860628173137
GBR,2025-01-19 03:10:41,2025-01-19 16:10:41,-36.8302443,174.7610499,53.92,56.36,109.85,-49.77,42.4,62.78,-23.05,-0.66,111.34,-2.59,29.97,16.72,9.02,0.0,0.43,-8.54,-17.71,-34.46,-16.49,-2.03,2.65,931.91,823.59,863.86,0.7,3.53,5.95,6.99,2.99,1.47,5.39,7.0,3.0,25011905.0,-160.17,-1.4,64.26,281.5,29.32,27.2,,24.751104284158487,48.966644843383214,85.09889571584148
GBR,2025-01-19 03:10:42,2025-01-19 16:10:42,-36.8302963,174.7612149,55.7,58.07,109.96,-48.9,42.68,62.65,-22.32,-0.61,111.57,-2.3,31.71,16.73,8.47,0.0,-0.6,-10.76,-20.31,-37.01,-16.19,-2.2,2.34,869.49,733.23,731.13,1.24,3.51,5.76,6.99,3.25,1.47,5.23,7.0,3.0,25011905.0,-161.17,-1.4,60.44,292.48,29.32,26.3,,25.564287271664796,50.247063145903944,84.39571272833518
GBR,2025-01-19 03:10:43,2025-01-19 16:10:43,-36.8303475,174.7613852,56.81,59.08,107.91,-48.87,43.13,62.41,-22.12,-1.99,109.42,-2.2,32.76,16.73,8.35,0.0,-0.86,-10.67,-21.27,-38.01,-14.3,-2.2,1.99,844.86,724.36,733.11,1.39,3.52,5.72,6.99,3.3,1.47,4.36,7.0,3.0,25011905.0,-162.27,-1.4,57.38,302.05,29.32,25.1,,24.249167340665394,51.79754077949485,83.66083265933457
GBR,2025-01-19 03:10:44,2025-01-19 16:10:44,-36.8303953,174.7615606,57.74,59.81,106.05,-48.36,43.14,62.09,-21.72,-1.95,106.84,-1.85,34.59,16.73,8.28,0.0,-0.82,-10.57,-20.56,-37.3,-13.48,-1.69,2.02,853.21,751.81,799.91,1.5,3.51,5.65,6.99,2.81,1.47,3.99,7.0,3.0,25011905.0,-163.17,-1.4,54.42,311.74,29.32,24.3,,23.12943664597276,53.09884761629461,82.92056335402725
GBR,2025-01-19 03:10:45,2025-01-19 16:10:45,-36.8304381,174.7617398,58.02,60.12,104.74,-47.46,43.01,61.73,-20.81,-1.13,105.38,-1.23,35.79,16.74,8.31,0.0,-0.87,-10.71,-20.33,-37.07,-12.16,-1.81,1.85,829.53,767.73,828.6,0.57,3.52,5.64,6.99,3.0,1.47,1.53,7.0,3.0,25011905.0,-164.27,-1.4,51.66,322.71,29.32,23.1,,22.54650946387096,53.585449444254245,82.19349053612905
GBR,2025-01-19 03:10:46,2025-01-19 16:10:46,-36.8304778,174.7619207,58.13,60.13,103.84,-46.5,43.18,61.39,-20.63,-0.4,105.38,-1.8,37.13,16.74,8.34,0.0,-0.82,-10.56,-20.31,-37.05,-11.68,-2.16,2.18,863.93,781.41,769.51,0.39,3.5,5.65,6.99,3.44,1.47,0.65,7.0,3.0,25011905.0,-165.27,-1.4,50.41,331.32,29.32,22.2,,22.380987814987407,53.7512084415823,81.45901218501257
GBR,2025-01-19 03:10:47,2025-01-19 16:10:47,-36.8305164,174.7621026,58.23,60.18,102.85,-45.7,43.23,61.08,-20.16,-1.75,103.51,-1.38,38.31,16.73,8.33,0.0,-0.81,-10.64,-20.3,-37.04,-12.53,-2.16,2.38,892.77,765.61,756.5,0.81,3.5,5.65,6.99,3.3,1.47,0.66,7.0,3.0,25011905.0,-166.27,-1.4,48.82,341.32,29.32,21.2,,22.15835195696593,53.92942282248088,80.69164804303409
GBR,2025-01-19 03:10:48,2025-01-19 16:10:48,-36.8305499,174.7622856,58.01,59.89,101.25,-45.03,43.35,60.72,-19.71,-0.44,102.15,-1.29,39.05,16.75,9.02,0.0,0.52,-8.47,-17.82,-34.6,-11.98,-2.44,1.81,830.22,769.49,701.4,-0.04,3.51,5.63,6.99,3.75,1.47,0.64,7.0,3.0,25011905.0,-167.27,-1.4,47.08,350.22,29.32,20.2,,21.31000633195947,54.0437271658771,79.93999366804053
GBR,2025-01-19 03:10:49,2025-01-19 16:10:49,-36.8305819,174.7624689,58.12,60.09,101.42,-44.33,43.48,60.42,-19.47,0.18,102.3,-0.94,41.4,16.74,8.64,0.0,-0.24,-10.08,-18.79,-35.51,-12.84,-2.34,2.34,842.32,755.23,735.77,0.04,3.52,5.64,6.99,3.55,1.47,-0.51,7.0,3.0,25011905.0,-168.27,-1.4,46.33,359.04,29.32,19.4,,22.26178272144574,53.78788726443638,79.15821727855428
GBR,2025-01-19 03:10:50,2025-01-19 16:10:50,-36.8306131,174.7626524,58.1,60.24,101.12,-44.07,43.52,60.18,-19.13,-0.99,101.41,-0.73,42.05,16.75,8.87,0.0,0.24,-9.18,-18.16,-34.97,-11.92,-2.78,1.47,729.16,676.09,617.43,0.18,3.5,5.68,6.99,3.93,1.47,-0.65,7.0,3.0,25011905.0,-169.27,-1.4,45.24,360.91,29.32,18.3,,22.786228492824364,53.5656591409052,78.33377150717564
GBR,2025-01-19 03:10:51,2025-01-19 16:10:51,-36.8306427,174.7628366,58.11,60.14,100.22,-43.53,43.55,59.92,-19.12,-0.74,100.77,-0.81,41.61,16.75,8.74,0.0,0.05,-9.77,-18.98,-35.66,-11.42,-2.36,2.15,688.64,606.53,537.13,0.25,3.49,5.67,6.99,4.3,1.47,-1.1,7.0,3.0,25011905.0,-170.27,-1.4,43.87,361.38,29.32,17.3,,22.747531053743728,53.590066750649456,77.4724689462563
GBR,2025-01-19 03:10:52,2025-01-19 16:10:52,-36.8306707,174.7630202,57.58,59.51,99.62,-43.21,43.33,59.65,-19.15,-0.24,100.77,-1.32,40.69,16.74,8.35,0.0,-0.89,-10.75,-20.92,-37.65,-11.82,-1.73,2.54,823.21,734.86,800.33,0.44,3.51,5.66,6.99,3.6,1.47,-1.86,7.0,3.0,25011905.0,-171.17,-1.4,43.02,361.83,29.32,16.6,,23.04625730913841,52.98448836112218,76.5737426908616
GBR,2025-01-19 03:10:53,2025-01-19 16:10:53,-36.8306969,174.7632029,57.24,59.32,98.71,-42.55,43.22,59.4,-18.53,-1.75,98.53,-0.65,40.5,16.76,8.87,0.0,0.24,-8.94,-17.82,-34.61,-11.15,-2.39,1.64,878.63,804.67,793.83,0.1,3.52,5.68,6.99,4.03,1.47,-2.45,7.0,3.0,25011905.0,-172.27,-1.4,42.11,362.11,29.32,15.4,,23.072095216616844,52.6615136858409,75.63790478338314
GBR,2025-01-19 03:10:54,2025-01-19 16:10:54,-36.8307191,174.7633854,57.04,59.31,98.18,-41.52,43.47,59.17,-18.15,0.38,99.14,-0.9,41.26,16.75,9.3,0.0,1.19,-7.7,-16.02,-32.74,-11.21,-2.48,1.71,753.47,736.18,686.88,-0.52,3.52,5.73,6.99,4.29,1.47,-4.09,7.0,3.0,25011905.0,-173.27,-1.4,40.84,361.77,29.32,14.5,,23.486345180546778,52.31452569706012,74.69365481945323
GBR,2025-01-19 03:10:55,2025-01-19 16:10:55,-36.8307406,174.7635673,56.66,58.78,97.74,-41.23,43.88,58.98,-17.94,-1.23,97.75,-0.34,41.63,16.75,9.1,0.0,0.71,-8.47,-17.0,-33.79,-11.29,-2.68,0.63,762.0,724.48,682.46,0.08,3.51,5.76,6.99,4.53,1.47,-4.55,7.0,3.0,25011905.0,-174.27,-1.4,40.01,361.28,29.32,13.6,,24.05254828041575,51.74032772010636,73.68745171958426
GBR,2025-01-19 03:10:56,2025-01-19 16:10:56,-36.8307586,174.7637488,56.49,58.62,96.41,-40.56,43.89,58.75,-17.87,-1.21,97.16,-1.19,41.57,16.81,10.88,0.0,4.35,-2.46,-9.52,-26.3,-11.44,-2.8,0.78,685.21,674.33,528.09,-0.59,3.52,5.7,6.99,5.26,1.47,-5.13,7.0,3.0,25011905.0,-175.27,-1.4,38.59,360.34,29.32,12.7,,23.7510357159058,51.70553418218333,72.65896428409422
GBR,2025-01-19 03:10:57,2025-01-19 16:10:57,-36.8307747,174.7639299,55.91,57.51,94.07,-39.51,43.41,58.46,-17.78,-3.71,94.14,-1.04,42.09,16.76,9.89,0.0,2.69,-5.92,-14.54,-31.29,-12.22,-2.04,2.29,927.12,759.51,782.25,1.23,3.5,5.79,6.99,3.25,1.47,-5.08,7.0,3.0,25011905.0,-176.27,-1.4,37.92,359.63,29.32,11.8,,22.492722766248676,51.656821766661245,71.57727723375132
GBR,2025-01-19 03:10:58,2025-01-19 16:10:58,-36.830781,174.7641091,55.01,56.86,90.13,-37.01,42.86,58.09,-16.06,-3.51,89.58,0.1,44.1,16.79,10.42,0.0,3.46,-3.87,-11.37,-28.23,-11.12,-3.29,1.13,734.61,637.94,548.09,0.22,3.52,5.81,6.99,5.29,1.47,-5.08,7.0,3.0,25011905.0,-177.27,-1.4,36.65,356.9,29.32,10.9,,19.542844777527478,51.84096261225768,70.58715522247252
GBR,2025-01-19 03:10:59,2025-01-19 16:10:59,-36.8307776,174.764285,53.51,55.12,86.99,-35.28,43.23,57.61,-15.73,-1.06,87.26,-0.3,44.63,16.81,11.23,0.0,5.2,-1.33,-8.24,-25.04,-10.94,-2.3,1.45,631.93,619.96,501.89,-0.8,3.5,5.95,6.99,5.14,1.47,-5.09,7.0,3.0,25011905.0,-178.17,-1.4,35.53,353.97,29.32,10.3,,17.28366633526798,51.09378458926001,69.70633366473203
GBR,2025-01-19 03:11:00,2025-01-19 16:11:00,-36.8307722,174.7644556,52.15,54.2,88.41,-34.2,43.44,57.29,-15.44,1.3,89.47,-0.18,43.68,16.82,11.02,0.0,4.71,-2.34,-9.53,-26.31,-12.54,-2.17,2.45,785.08,714.56,707.5,-1.53,3.5,6.11,6.99,5.35,1.47,-5.1,7.0,3.0,25011905.0,-179.17,-1.4,36.19,350.69,29.32,9.5,,19.599278134804194,49.128516562014404,68.81072186519577
GBR,2025-01-19 03:11:01,2025-01-19 16:11:01,-36.8307695,174.7646234,51.12,52.8,88.0,-33.77,43.1,57.08,-15.4,-1.32,87.65,0.33,43.25,16.8,10.91,0.0,4.51,-2.32,-9.38,-26.3,-12.07,-1.91,1.7,883.4,777.19,810.87,-0.54,3.53,6.17,6.99,4.81,1.47,-5.1,7.0,3.0,25011905.0,-180.17,-1.4,35.67,348.15,29.32,8.7,,20.211456390878652,47.97223288749985,67.78854360912135
GBR,2025-01-19 03:11:02,2025-01-19 16:11:02,-36.8307632,174.7647867,49.56,51.23,86.23,-32.2,42.66,56.83,-14.7,-0.88,86.14,0.05,42.69,16.74,12.66,0.0,8.17,3.55,-1.27,-18.04,-11.06,-2.13,0.73,812.17,812.9,789.24,-1.86,3.5,6.27,6.99,5.46,1.47,-5.09,7.0,3.0,25011905.0,-181.17,-1.4,35.53,344.52,29.32,7.9,,19.45765564467871,46.72952596293649,66.77234435532131
GBR,2025-01-19 03:11:03,2025-01-19 16:11:03,-36.8307563,174.7649451,48.22,50.09,88.54,-28.72,41.97,56.88,-13.14,5.47,90.26,-0.17,42.07,16.66,12.23,0.0,7.36,1.84,-3.99,-20.58,-11.63,-1.99,1.82,888.52,846.87,843.53,-4.21,3.51,6.4,6.99,5.12,1.47,-4.04,7.0,3.0,25011905.0,-182.17,-1.4,35.7,341.76,29.32,7.2,,22.83752677852675,44.43999294313044,65.70247322147327
GBR,2025-01-19 03:11:04,2025-01-19 16:11:04,-36.8307597,174.7651009,47.88,50.04,93.89,-27.02,41.93,57.44,-12.46,4.24,94.8,0.11,41.78,16.62,10.59,0.0,3.97,-3.74,-11.4,-27.99,-12.42,-2.28,1.46,940.7,874.04,804.09,-3.09,3.51,6.46,6.99,6.35,1.47,-3.85,7.0,3.0,25011905.0,-183.17,-1.4,35.79,340.12,29.32,6.5,,29.58764920408737,41.63651428632938,64.30235079591262
GBR,2025-01-19 03:11:05,2025-01-19 16:11:05,-36.8307726,174.7652556,47.89,50.05,98.59,-29.04,41.97,58.24,-13.15,5.45,99.29,0.67,39.44,16.62,10.69,0.0,4.02,-3.08,-10.14,-26.82,-11.36,-2.51,0.08,899.41,824.4,799.35,-4.06,3.51,6.46,6.99,6.15,1.47,-3.81,7.0,3.0,25011905.0,-184.17,-1.4,35.51,339.55,29.32,5.8,,36.0516142452218,38.718450407856,62.538385754778176
GBR,2025-01-19 03:11:06,2025-01-19 16:11:06,-36.8307962,174.7654095,48.54,50.69,103.74,-31.98,41.95,59.15,-14.82,4.74,104.68,0.1,38.4,16.6,10.25,0.0,3.14,-5.03,-13.27,-29.8,-10.66,-2.43,0.3,822.14,823.25,678.46,-3.46,3.51,6.47,6.99,6.15,1.47,-3.83,7.0,3.0,25011905.0,-185.17,-1.4,35.42,339.33,29.32,5.0,,43.401945372650005,35.266802129099176,60.338054627350004
GBR,2025-01-19 03:11:07,2025-01-19 16:11:07,-36.8308314,174.7655617,49.29,51.56,107.75,-34.83,41.89,60.17,-16.36,2.4,109.45,-1.26,37.1,16.59,10.16,0.0,2.99,-5.04,-12.92,-29.46,-11.61,-2.41,1.25,870.74,835.91,779.49,-2.27,3.52,6.46,6.99,5.27,1.47,-3.8,7.0,3.0,25011905.0,-186.17,-1.4,35.57,340.18,29.32,4.2,,50.09860322690315,31.617974160811134,57.65139677309685
GBR,2025-01-19 03:11:08,2025-01-19 16:11:08,-36.8308737,174.765715,50.59,52.78,108.93,-37.05,41.84,61.1,-17.25,1.06,109.53,-0.66,35.93,16.58,8.54,0.0,-0.54,-10.63,-20.98,-37.52,-14.2,-2.63,2.47,979.46,809.46,781.6,-1.33,3.52,6.21,6.99,5.27,1.47,-3.79,7.0,3.0,25011905.0,-187.17,-1.4,34.53,342.24,29.32,3.4,,54.402601626772196,29.44773322544044,54.52739837322781
GBR,2025-01-19 03:11:09,2025-01-19 16:11:09,-36.83092,174.7658713,52.26,54.6,109.9,-39.89,41.77,61.82,-18.42,-0.14,110.96,-1.66,35.09,16.58,8.66,0.0,-0.17,-9.66,-19.17,-35.79,-14.08,-2.98,2.08,887.71,808.68,766.37,-0.22,3.52,6.07,6.99,5.11,1.47,-3.74,7.0,3.0,25011905.0,-188.27,-1.4,32.9,344.87,29.32,2.4,,58.90785262962174,26.98789853887763,50.99214737037829
GBR,2025-01-19 03:11:10,2025-01-19 16:11:10,-36.8309675,174.7660323,53.58,55.86,109.51,-42.45,41.68,62.28,-18.94,0.28,110.25,-1.12,33.23,16.58,9.52,0.0,1.59,-7.17,-15.97,-32.51,-13.95,-2.85,2.17,784.26,718.05,607.98,-0.31,3.52,5.96,6.99,5.33,1.47,-3.72,7.0,3.0,25011905.0,-189.17,-1.4,30.57,347.92,29.32,1.7,,62.44630975640541,24.785015127551336,47.06369024359458
GBR,2025-01-19 03:11:11,2025-01-19 16:11:11,-36.8310147,174.7661963,53.98,56.09,109.44,-45.06,41.57,62.5,-19.69,-0.56,109.51,-0.63,31.04,16.59,9.91,0.0,2.51,-5.39,-13.64,-30.34,-13.35,-2.5,1.8,816.66,724.23,643.81,-0.23,3.52,5.9,6.99,4.9,1.47,-3.69,7.0,3.0,25011905.0,-190.17,-1.4,29.41,350.4,29.32,0.8,,66.65062189759601,21.39426490542292,42.78937810240399
GBR,2025-01-19 03:11:12,2025-01-19 16:11:12,-36.831061,174.7663614,54.0,56.02,109.3,-46.61,41.43,62.55,-20.24,-0.32,109.11,-0.15,32.41,16.6,10.33,0.0,3.31,-4.3,-12.31,-28.89,-11.48,-2.41,0.63,731.48,722.28,647.98,-0.62,3.51,5.89,6.99,5.05,1.47,-3.7,7.0,3.0,25011905.0,-191.27,-1.4,28.03,353.33,29.32,0.1,,71.07828659594117,17.510900396536776,38.221713404058846
GBR,2025-01-19 03:11:13,2025-01-19 16:11:13,-36.8311062,174.7665266,53.83,55.85,107.62,-47.62,41.27,62.41,-21.09,-1.89,107.85,-1.42,37.65,16.59,10.38,0.0,3.32,-4.4,-12.23,-28.82,-10.88,-2.37,2.84,885.65,797.51,734.7,-1.08,3.7,6.13,5.13,3.98,6.27,-3.72,7.0,3.0,25011905.0,-192.27,-1.4,27.12,353.15,29.32,0.1,,74.20963329241977,14.648136858550819,33.41036670758024
GBR,2025-01-19 03:11:14,2025-01-19 16:11:14,-36.8311478,174.7666918,52.77,54.35,105.18,-47.26,40.3,62.19,-20.83,-5.58,104.49,-1.24,40.27,16.58,10.41,0.0,3.3,-4.4,-12.29,-28.87,-14.96,-2.56,5.53,1067.39,845.78,902.35,0.95,3.77,5.88,-0.42,4.68,6.77,-3.71,7.0,3.0,25011905.0,-193.27,-1.4,26.01,346.45,29.32,0.1,,76.73582265340656,12.107614140215333,28.44417734659345
GBR,2025-01-19 03:11:15,2025-01-19 16:11:15,-36.8311765,174.7668554,50.77,52.44,99.31,-46.14,38.69,61.65,-20.05,-4.97,98.84,-0.67,38.07,16.59,10.42,0.0,3.25,-4.42,-12.33,-28.91,-13.23,-2.85,4.46,1078.36,885.81,868.72,0.34,3.83,5.75,-0.01,5.51,6.77,-3.71,7.0,3.0,25011905.0,-194.27,-1.4,24.64,332.73,29.32,0.1,,75.76579055580305,12.483640666582504,23.54420944419695
GBR,2025-01-19 03:11:16,2025-01-19 16:11:16,-36.831191,174.7670154,48.18,49.16,89.08,-45.49,38.55,60.91,-21.51,-20.35,87.36,-3.1,35.68,16.56,10.47,0.0,3.34,-4.08,-12.28,-28.85,-11.73,-1.9,2.22,1034.77,913.13,875.35,9.57,3.83,2.33,1.73,4.94,5.33,-3.7,7.0,3.0,25011905.0,-195.27,-1.4,23.72,318.14,29.32,0.1,,70.32589391896687,16.220748137257896,18.754106081033115
GBR,2025-01-19 03:11:17,2025-01-19 16:11:17,-36.8311703,174.7671591,43.04,43.4,62.1,-32.49,39.26,60.21,-17.43,-30.33,60.05,-4.17,33.18,7.07,1.68,0.0,1.54,-0.91,-2.23,-9.75,-0.69,-0.34,-1.87,1136.05,1199.63,1236.03,14.9,3.84,-1.88,0.29,0.9,5.24,-3.65,7.0,3.0,25011905.0,-196.27,-1.4,24.02,306.3,29.32,0.1,,47.468451625937234,29.094870725414747,14.631548374062788
GBR,2025-01-19 03:11:18,2025-01-19 16:11:18,-36.8311054,174.7672608,39.77,39.85,32.01,11.87,39.26,59.57,4.72,-27.27,29.5,-2.35,36.63,-14.21,-9.37,0.0,-1.22,7.07,15.15,29.17,12.06,-1.73,-1.67,1005.15,1024.83,1020.0,13.04,3.39,-5.82,4.77,1.13,5.27,-3.67,7.0,3.0,25011905.0,-197.27,-1.4,28.42,293.68,29.32,12.5,,20.04515265452511,37.360844587947305,11.96484734547488
GBR,2025-01-19 03:11:19,2025-01-19 16:11:19,-36.8310159,174.7673104,38.61,38.45,11.07,46.52,39.15,58.98,23.38,-13.1,10.18,0.15,37.86,-16.64,-9.93,0.0,-2.28,5.98,14.03,30.8,13.18,-1.43,-0.46,842.53,853.81,872.37,6.57,3.45,6.76,6.82,2.43,5.28,-3.69,7.0,3.0,25011905.0,-198.27,-1.4,29.11,288.74,29.32,12.2,,0.038750068294120865,38.60999116982178,11.031249931705872
GBR,2025-01-19 03:11:20,2025-01-19 16:11:20,-36.8309202,174.7673272,38.95,38.77,3.33,55.24,37.02,58.67,28.04,-3.23,2.99,2.49,34.75,-16.65,-11.66,0.0,-5.85,0.27,6.35,22.95,14.89,-2.38,-0.68,746.07,613.32,572.71,1.9,3.43,6.64,7.74,3.83,5.3,-3.69,7.0,3.0,25011905.0,-199.27,-1.4,30.46,285.99,29.32,11.1,,352.0436513061284,38.57505996270306,11.28634869387156
GBR,2025-01-19 03:11:21,2025-01-19 16:11:21,-36.8308228,174.767333,39.57,39.51,1.1,65.58,36.53,59.18,32.68,-2.15,0.21,2.73,29.92,-16.66,-10.77,0.0,-4.42,2.91,9.91,26.59,16.56,-2.16,-0.62,597.02,568.92,478.9,1.05,3.17,7.07,7.74,4.93,5.3,-3.69,7.0,3.0,25011905.0,-200.17,-1.4,29.54,283.72,29.32,10.1,,349.02343534824973,38.846072658415544,12.076564651750289
GBR,2025-01-19 03:11:22,2025-01-19 16:11:22,-36.8307214,174.7673307,42.69,43.04,358.82,69.91,36.19,59.81,34.36,-1.91,355.13,5.3,29.81,-16.63,-9.19,0.0,-1.2,8.15,17.27,33.79,18.0,-2.26,-0.5,628.09,693.13,544.29,-1.32,3.03,6.59,7.23,5.0,5.36,-3.69,7.0,3.0,25011905.0,-201.27,-1.4,27.1,279.86,29.32,8.3,,345.3604623397737,41.304069001327846,13.459537660226317
GBR,2025-01-19 03:11:23,2025-01-19 16:11:23,-36.8306106,174.7673197,46.87,46.97,179.94,74.74,34.01,60.82,34.36,4.95,357.43,6.27,27.32,-16.58,-8.47,0.0,0.5,10.13,20.08,36.72,18.27,-1.25,-1.05,754.36,799.12,731.06,-4.92,3.03,5.93,2.27,6.33,5.49,-3.69,7.0,3.0,25011905.0,-202.17,-1.4,24.34,269.74,29.32,6.9,,164.16036057319138,-45.09031747673747,15.779639426808558
GBR,2025-01-19 03:11:24,2025-01-19 16:11:24,-36.8304904,174.7673186,50.0,50.35,4.7,65.51,31.78,61.68,27.85,3.84,3.06,4.77,22.75,-16.63,-9.71,0.0,-1.94,6.26,14.26,30.88,17.05,-1.09,-2.08,697.42,724.12,735.87,-3.53,3.05,5.46,2.78,6.61,5.52,1.41,7.0,3.0,25011905.0,-203.17,-1.4,21.12,257.15,29.32,5.5,,346.3014703503611,48.577759876299446,18.398529649638874
