BOAT,DATETIME,TIME_LOCAL_unk,LATITUDE_GPS_unk,LONGITUDE_GPS_unk,BOAT_SPEED_km_h_1,GPS_SOG_km_h_1,HEADING_deg,TWA_SGP_deg,TWS_SGP_km_h_1,TWD_SGP_deg,AWA_SGP_deg,RATE_YAW_deg_s_1,GPS_COG_deg,LEEWAY_deg,VMG_km_h_1,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_WING_TWIST_deg,ANGLE_WING_ROT_deg,PITCH_deg,HEEL_deg,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LENGTH_RH_BOW_mm,ANGLE_RUDDER_deg,ANGLE_RUD_AVG_deg,ANGLE_RUD_DIFF_TACK_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_RACE_NUM_unk,PC_TTS_s,PC_TTK_s,PC_TTB_s,PC_DTB_m,PC_DTL_m,PC_TTM_s,BearingToMark,RelativeAngle,VMC,BearingToTarget
GBR,2025-01-19 03:09:35,2025-01-19 16:09:35,-36.8355062,174.7555555,59.06,60.7,113.34,-63.62,40.49,56.89,-25.41,-6.14,111.68,-0.28,33.8,20.66,15.24,0.0,9.27,3.11,-3.5,-24.25,-23.9,-1.47,2.9,981.27,839.02,1013.87,0.95,1.58,1.73,6.99,1.96,2.51,-4.65,7.0,3.0,25011905.0,-94.17,-1.4,13.59,103.28,29.32,-22.0,,53.96787517531027,34.741381327000134,59.372124824689706
GBR,2025-01-19 03:09:36,2025-01-19 16:09:36,-36.8355602,174.7557322,59.04,60.32,107.91,-58.68,40.53,56.35,-24.08,-4.73,108.06,-1.67,38.13,20.64,14.41,0.0,7.88,-0.03,-7.94,-28.47,-22.02,-0.02,4.21,889.47,673.87,820.31,1.38,1.55,1.66,6.99,2.42,2.52,-4.66,7.0,3.0,25011905.0,-95.27,-1.4,14.87,105.38,29.32,-22.0,,49.14878486772989,38.617886883462155,58.76121513227008
GBR,2025-01-19 03:09:37,2025-01-19 16:09:37,-36.8356018,174.7559105,57.2,58.45,103.36,-56.16,40.84,55.71,-23.24,-2.85,102.88,-0.26,38.43,20.62,13.63,0.0,6.07,-2.35,-10.8,-31.41,-20.78,0.84,5.24,1288.15,1017.14,1382.0,-0.18,1.75,2.08,6.99,0.26,2.51,-4.63,7.0,3.0,25011905.0,-96.27,-1.4,22.95,96.57,29.32,28.8,,45.168736655284135,40.327217279763396,58.19126334471588
GBR,2025-01-19 03:09:38,2025-01-19 16:09:38,-36.8356322,174.7560875,55.91,57.16,101.24,-53.65,41.25,55.08,-21.94,-0.4,99.21,1.58,38.68,20.63,13.65,0.0,5.96,-2.42,-10.95,-31.58,-18.57,-1.48,3.71,1106.1,917.83,1069.17,-1.84,2.16,2.97,6.99,2.81,2.52,-4.66,7.0,3.0,25011905.0,-97.27,-1.4,40.35,91.55,29.32,38.7,,43.5764802993632,40.504272711376,57.66351970063681
GBR,2025-01-19 03:09:39,2025-01-19 16:09:39,-36.8356589,174.7562627,55.55,57.24,102.55,-52.53,41.12,54.66,-21.56,0.57,101.97,0.67,37.86,20.63,13.63,0.0,6.02,-2.45,-11.04,-31.68,-16.52,-2.14,2.45,791.05,709.4,737.55,-1.7,2.37,3.43,6.99,5.08,2.52,-4.67,7.0,3.0,25011905.0,-98.27,-1.4,37.84,85.8,29.32,36.0,,45.403704828563775,39.00204445471694,57.146295171436236
GBR,2025-01-19 03:09:40,2025-01-19 16:09:40,-36.8356873,174.7564357,54.34,55.42,101.47,-52.98,40.93,54.22,-22.09,-0.65,99.97,1.13,36.52,20.63,13.66,0.0,5.98,-2.33,-10.95,-31.58,-15.78,-0.8,2.61,1010.35,886.92,973.9,-1.76,2.59,3.97,5.84,3.05,5.81,-4.66,7.0,3.0,25011905.0,-99.27,-1.4,36.45,80.35,29.32,37.4,,44.85331951535352,38.52242458122184,56.61668048464651
GBR,2025-01-19 03:09:41,2025-01-19 16:09:41,-36.835714,174.7566046,53.25,54.62,102.46,-51.92,40.89,53.88,-22.2,1.02,103.1,-0.17,39.06,20.63,13.6,0.0,5.98,-2.44,-11.05,-31.68,-15.41,-1.95,3.4,1114.7,976.26,1064.29,-2.76,2.85,4.56,-0.49,4.08,6.83,-4.67,7.0,3.0,25011905.0,-100.27,-1.4,36.98,75.31,29.32,35.6,,46.36540862900864,36.74551526568648,56.09459137099134
GBR,2025-01-19 03:09:42,2025-01-19 16:09:42,-36.835744,174.7567697,52.24,53.32,101.94,-50.35,40.85,53.71,-22.5,-3.76,102.08,-1.03,38.83,20.24,12.42,0.0,4.91,-3.63,-12.22,-32.43,-14.46,-2.21,4.76,1118.97,914.37,956.54,0.61,2.88,4.59,0.25,5.13,6.82,-4.65,7.0,3.0,25011905.0,-101.27,-1.4,34.15,69.76,29.32,34.2,,46.38261298935362,36.03720344361691,55.55738701064638
GBR,2025-01-19 03:09:43,2025-01-19 16:09:43,-36.8357645,174.7569312,49.31,49.94,90.78,-51.11,40.7,53.52,-24.43,-20.88,88.06,-2.82,36.64,18.32,10.38,0.0,3.17,-5.36,-14.11,-32.46,-12.57,-0.01,3.01,1098.05,1044.1,1191.51,9.08,2.82,0.21,-0.19,3.1,5.88,-4.64,7.0,3.0,25011905.0,-102.27,-1.4,41.2,65.67,29.32,47.0,,35.717436576473006,40.035080063093076,55.06256342352697
GBR,2025-01-19 03:09:44,2025-01-19 16:09:44,-36.8357491,174.7570782,43.91,44.55,66.43,-39.6,40.54,53.34,-21.48,-26.82,65.61,-5.3,35.76,4.21,-0.19,0.0,0.33,-0.0,0.01,-4.66,2.79,1.24,0.55,935.77,1342.34,1562.97,12.5,2.83,-4.0,-1.02,-1.62,5.88,-4.65,7.0,3.0,25011905.0,-103.27,-1.4,92.12,64.94,29.32,81.6,,11.671522981138196,43.00209394329995,54.75847701886181
GBR,2025-01-19 03:09:45,2025-01-19 16:09:45,-36.8356919,174.757188,39.66,40.03,36.51,1.71,40.59,53.18,-0.6,-29.9,32.38,-2.27,36.91,-14.25,-8.54,0.0,0.14,9.46,13.52,27.64,14.73,2.08,2.83,996.45,1139.54,1462.43,12.46,2.88,-5.93,-2.61,-1.33,5.9,-4.66,7.0,3.0,25011905.0,-104.27,-1.4,109.2,66.77,29.32,48.1,,341.7739790490193,37.670262014367914,54.736020950980674
GBR,2025-01-19 03:09:46,2025-01-19 16:09:46,-36.8356045,174.7572407,38.55,39.01,12.55,32.6,40.73,53.03,16.9,-16.56,10.35,0.28,37.49,-16.64,-8.74,0.0,0.35,10.28,16.94,33.53,15.59,1.47,1.74,986.53,938.66,1342.38,8.11,3.3,7.16,-0.34,-1.08,5.89,-4.67,7.0,3.0,25011905.0,-105.27,-1.4,86.98,75.14,29.32,47.3,,317.5481163051594,28.443902748670176,55.001883694840615
GBR,2025-01-19 03:09:47,2025-01-19 16:09:47,-36.8355072,174.7572556,40.16,40.66,181.36,48.95,40.86,52.89,25.84,-5.98,359.43,2.77,35.77,-16.66,-8.55,0.0,0.62,10.7,20.91,37.53,15.04,-1.58,-0.11,789.02,692.86,852.45,1.77,3.25,7.06,7.14,0.75,5.93,-4.68,7.0,3.0,25011905.0,-106.27,-1.4,72.12,87.26,29.32,46.6,,125.94331566226782,-23.573300786592714,55.41668433773219
GBR,2025-01-19 03:09:48,2025-01-19 16:09:48,-36.8354041,174.7572534,42.72,43.26,357.77,56.76,40.92,52.91,29.12,-1.74,357.08,2.5,30.77,-16.67,-8.37,0.0,0.87,10.89,20.85,37.53,16.46,-2.58,-1.53,645.73,552.55,508.69,-0.67,3.24,7.04,7.67,1.91,5.99,-4.67,7.0,3.0,25011905.0,-107.27,-1.4,65.22,98.8,29.32,45.8,,301.86163375086335,22.55059487005973,55.90836624913658
GBR,2025-01-19 03:09:49,2025-01-19 16:09:49,-36.8352942,174.7572468,45.67,46.08,357.44,58.24,40.94,53.13,28.83,-0.42,356.97,2.56,27.6,-16.66,-8.34,0.0,0.84,10.68,20.69,37.35,16.96,-2.01,-1.74,599.7,568.91,568.41,-1.3,3.26,6.52,6.77,2.99,6.01,-4.68,7.0,3.0,25011905.0,-108.27,-1.4,59.93,109.8,29.32,45.0,,300.9905512827022,23.515332809456808,56.449448717297855
GBR,2025-01-19 03:09:50,2025-01-19 16:09:50,-36.8351773,174.7572366,48.48,48.76,356.5,58.81,40.67,53.28,28.73,0.8,354.45,4.21,27.43,-16.6,-8.29,0.0,0.8,10.62,20.47,37.08,20.22,-0.93,-3.34,869.01,1034.14,927.77,-3.03,3.23,6.14,3.8,4.39,6.05,-4.68,7.0,3.0,25011905.0,-109.27,-1.4,55.06,123.8,29.32,44.1,,299.460221241628,23.843393815366145,57.03977875837205
GBR,2025-01-19 03:09:51,2025-01-19 16:09:51,-36.8350555,174.7572267,49.67,49.66,180.09,56.25,40.89,53.51,27.39,4.84,0.16,3.66,28.63,-16.59,-8.26,0.0,0.84,10.72,20.08,36.68,19.79,-0.79,-3.78,1020.4,1173.3,1176.3,-4.47,3.27,5.91,1.4,5.01,6.14,-4.67,7.0,3.0,25011905.0,-110.27,-1.4,52.29,136.51,29.32,43.2,,122.42971712189092,-26.63626483661953,57.660282878109115
GBR,2025-01-19 03:09:52,2025-01-19 16:09:52,-36.8349295,174.7572293,51.82,52.29,3.9,53.09,42.29,53.73,25.8,2.93,3.04,3.99,29.01,-16.6,-8.34,0.0,0.88,10.63,20.31,36.91,19.15,-0.9,-3.27,759.1,970.15,896.55,-3.45,3.26,5.79,2.29,5.0,6.17,-4.67,7.0,3.0,25011905.0,-111.27,-1.4,51.22,149.68,29.32,42.3,,305.6216908970372,30.181561472556584,58.278309102962794
GBR,2025-01-19 03:09:53,2025-01-19 16:09:53,-36.8347979,174.7572405,53.85,54.27,6.38,52.95,42.53,54.11,25.11,2.7,5.74,3.52,30.53,-16.62,-8.37,0.0,0.85,10.64,20.44,37.06,19.34,-1.06,-2.72,866.48,1043.36,1008.2,-3.4,3.24,5.63,2.92,6.12,6.1,-2.16,7.0,3.0,25011905.0,-112.17,-1.4,48.81,163.8,29.32,41.6,,307.46766651718445,32.7576885658324,58.91233348281554
GBR,2025-01-19 03:09:54,2025-01-19 16:09:54,-36.8346624,174.7572626,55.39,55.86,10.32,51.18,43.53,54.63,24.12,4.66,10.84,3.01,31.86,-16.67,-9.41,0.0,-1.27,7.43,16.11,32.8,17.78,-1.15,-2.11,858.13,910.61,900.57,-3.79,3.25,5.45,2.49,7.01,5.47,1.97,7.0,3.0,25011905.0,-113.17,-1.4,47.44,179.74,29.32,40.6,,310.76998621833167,36.17099773086911,59.550013781668326
GBR,2025-01-19 03:09:55,2025-01-19 16:09:55,-36.8345249,174.757298,56.43,56.63,13.55,50.11,43.69,55.27,23.39,1.91,13.02,3.13,31.75,-16.67,-9.49,0.0,-1.36,7.32,15.87,32.55,18.09,-0.55,-1.56,801.62,977.3,952.71,-3.1,3.25,5.36,1.97,7.01,5.34,1.97,7.0,3.0,25011905.0,-114.17,-1.4,47.41,193.45,29.32,39.5,,313.3724876426315,38.75265604316063,60.17751235736853
GBR,2025-01-19 03:09:56,2025-01-19 16:09:56,-36.834386,174.7573405,57.64,58.46,15.89,49.54,44.1,56.01,23.09,3.56,15.63,3.25,33.82,-16.71,-10.23,0.0,-2.99,4.59,12.05,28.81,16.03,-1.77,-0.35,1060.06,1033.7,1097.26,-3.28,3.27,5.31,2.01,7.01,5.33,1.98,7.0,3.0,25011905.0,-115.17,-1.4,46.36,209.77,29.32,38.5,,315.0820327313483,40.815947460825726,60.80796726865168
GBR,2025-01-19 03:09:57,2025-01-19 16:09:57,-36.8342469,174.7573961,57.95,58.18,20.15,48.13,42.4,56.84,21.34,1.67,21.02,1.79,35.39,-16.72,-10.51,0.0,-3.53,4.01,11.61,28.32,15.07,-1.5,-0.25,961.44,854.72,920.73,-1.66,3.27,5.22,2.69,7.01,4.84,1.97,7.0,3.0,25011905.0,-116.17,-1.4,47.11,223.44,29.32,37.5,,318.7281617014226,43.55455027620279,61.42183829857737
GBR,2025-01-19 03:09:58,2025-01-19 16:09:58,-36.8341106,174.7574584,57.65,58.38,18.82,47.13,42.14,57.59,20.9,-1.41,18.0,2.35,38.52,-16.73,-11.04,0.0,-4.69,1.95,8.82,25.56,13.75,-1.77,0.82,993.49,971.39,932.63,-1.35,3.25,5.33,3.35,7.01,4.54,1.98,7.0,3.0,25011905.0,-117.17,-1.4,47.45,239.44,29.32,36.6,,316.8012634355117,42.025911588716504,62.01873656448828
GBR,2025-01-19 03:09:59,2025-01-19 16:09:59,-36.8339726,174.757517,57.88,58.18,19.67,46.56,41.76,58.22,20.88,1.67,19.95,2.64,41.61,-16.71,-10.21,0.0,-3.36,4.36,12.21,28.92,13.81,-1.75,0.42,1023.76,990.97,972.16,-1.78,3.25,5.34,2.42,7.01,3.36,1.97,7.0,3.0,25011905.0,-118.27,-1.4,45.01,253.06,29.32,35.4,,317.02209433580583,42.34597104779374,62.647905664194184
GBR,2025-01-19 03:10:00,2025-01-19 16:10:00,-36.8338346,174.7575795,58.59,59.08,21.39,46.14,41.21,58.89,20.71,2.34,21.17,3.27,41.78,-16.72,-10.25,0.0,-3.21,4.3,12.12,28.85,12.77,-1.64,0.31,1018.99,874.39,961.15,-2.24,3.26,5.26,2.29,7.01,2.69,1.97,7.0,3.0,25011905.0,-119.27,-1.4,44.67,267.69,29.32,34.4,,318.1071654586979,43.61410657214824,63.282834541302066
GBR,2025-01-19 03:10:01,2025-01-19 16:10:01,-36.833697,174.7576486,58.86,59.26,23.31,45.67,40.4,59.63,19.99,0.84,23.21,2.76,41.02,-16.71,-9.87,0.0,-2.5,5.62,13.93,30.66,12.63,-1.47,0.72,1023.93,991.28,1055.75,-1.69,3.25,5.19,2.04,7.01,2.32,1.97,7.0,3.0,25011905.0,-120.27,-1.4,44.9,282.12,29.32,33.7,,319.3942830525685,44.686886914243885,63.91571694743152
GBR,2025-01-19 03:10:02,2025-01-19 16:10:02,-36.8335605,174.7577222,59.26,60.19,23.0,45.49,40.23,60.31,19.36,-0.34,22.76,2.34,41.51,-16.73,-10.88,0.0,-4.51,2.32,9.02,25.73,12.06,-1.93,1.46,1115.79,952.64,982.79,-0.14,3.25,5.18,2.63,7.01,0.87,1.97,7.0,3.0,25011905.0,-121.27,-1.4,44.69,298.53,29.32,32.5,,318.45210371054014,44.35027545558663,64.54789628945986
GBR,2025-01-19 03:10:03,2025-01-19 16:10:03,-36.8334214,174.7577944,60.04,60.8,22.72,45.44,39.78,60.92,19.82,-1.9,21.43,3.07,43.04,-16.71,-9.3,0.0,-1.39,7.4,16.3,33.0,12.55,-1.42,2.22,1145.38,1009.85,1035.64,-1.43,3.26,5.21,1.7,7.01,-0.03,1.97,7.0,3.0,25011905.0,-122.27,-1.4,42.03,312.63,29.32,31.6,,317.504835463207,44.26955440123968,65.21516453679305
GBR,2025-01-19 03:10:04,2025-01-19 16:10:04,-36.8332774,174.7578583,61.49,62.28,20.15,44.8,40.99,61.28,20.44,-0.08,18.01,4.27,45.23,-16.77,-12.25,0.0,-7.05,-2.52,2.35,19.29,11.41,-3.12,3.47,1188.65,1096.44,1068.27,-2.37,3.26,5.15,1.71,7.01,-0.95,1.98,7.0,3.0,25011905.0,-123.27,-1.4,38.48,327.74,29.32,30.6,,314.2020794890376,42.87028208557766,65.94792051096238
GBR,2025-01-19 03:10:05,2025-01-19 16:10:05,-36.8331321,174.7579279,60.78,60.61,24.83,41.88,40.09,61.58,17.81,4.8,27.3,1.39,43.62,-16.78,-13.24,0.0,-9.37,-5.12,-0.55,16.23,13.79,-4.04,-2.02,603.31,610.23,374.52,-2.06,3.24,5.13,1.83,7.0,-1.39,1.98,7.0,3.0,25011905.0,-124.27,-1.4,38.59,344.68,29.32,29.6,,318.1351766086288,45.264167916693275,66.69482339137119
GBR,2025-01-19 03:10:06,2025-01-19 16:10:06,-36.8330041,174.75801,52.18,50.85,27.31,39.58,40.21,61.98,17.82,2.55,29.88,0.91,35.77,-16.77,-13.24,0.0,-9.26,-5.12,-0.77,16.01,13.39,-3.11,-4.25,116.43,367.27,76.21,-1.74,2.98,4.75,2.9,7.01,-4.66,1.98,7.0,3.0,25011905.0,-125.27,-1.4,46.35,357.8,29.32,28.6,,319.98514322976865,39.963500620639216,67.32485677023135
GBR,2025-01-19 03:10:07,2025-01-19 16:10:07,-36.8328975,174.7580855,45.12,45.12,27.17,38.78,40.21,62.33,18.55,-2.79,29.27,0.08,36.18,-16.7,-11.07,0.0,-5.43,1.78,8.83,25.34,15.27,-0.61,-6.75,184.63,454.52,326.93,1.08,3.0,5.42,3.82,7.01,-4.86,1.97,7.0,3.0,25011905.0,-126.27,-1.4,55.09,370.48,29.32,27.8,,319.3225617488535,34.21860456570929,67.84743825114651
GBR,2025-01-19 03:10:08,2025-01-19 16:10:08,-36.8327984,174.7581518,43.83,44.5,23.73,40.17,40.15,62.47,19.44,-2.94,24.66,1.42,35.92,-16.68,-8.92,0.0,-0.54,8.9,18.34,35.0,15.6,-0.89,-5.38,239.21,513.98,428.66,1.17,3.01,6.14,6.62,7.01,-4.88,1.97,7.0,3.0,25011905.0,-127.27,-1.4,55.77,380.76,29.32,27.2,,315.3775884067067,31.196061235776494,68.35241159329331
GBR,2025-01-19 03:10:09,2025-01-19 16:10:09,-36.8326977,174.7582119,44.33,45.14,21.57,40.9,40.17,62.51,19.47,-2.95,22.91,0.53,33.49,-16.7,-9.49,0.0,-1.62,6.74,15.07,31.79,15.13,-0.65,-2.82,483.82,735.78,591.74,1.89,3.02,6.14,7.46,7.01,-4.88,1.97,7.0,3.0,25011905.0,-128.27,-1.4,52.3,390.44,29.32,26.5,,312.6785255809977,30.05060555552524,68.8914744190023
GBR,2025-01-19 03:10:10,2025-01-19 16:10:10,-36.8325919,174.7582651,45.97,46.68,20.6,41.74,40.23,62.45,20.86,2.42,21.68,2.69,31.24,-16.68,-8.82,0.0,-0.32,9.24,19.02,35.68,15.16,0.27,-1.2,866.7,1008.97,1032.7,-1.77,2.99,5.85,3.42,7.01,-4.87,1.97,7.0,3.0,25011905.0,-129.27,-1.4,46.85,402.85,29.32,25.8,,311.11031380674683,30.22577533762559,69.48968619325319
GBR,2025-01-19 03:10:11,2025-01-19 16:10:11,-36.8324827,174.7583207,47.69,48.75,22.19,42.01,40.29,62.57,20.26,0.24,23.66,1.49,30.18,-16.68,-8.74,0.0,-0.09,8.93,18.31,34.99,13.95,-1.48,-0.09,972.97,1010.28,1069.37,-0.54,2.95,5.61,2.32,7.01,-4.87,1.97,7.0,3.0,25011905.0,-130.27,-1.4,45.44,413.5,29.32,25.0,,312.07202840095084,31.95536689958944,70.11797159904916
GBR,2025-01-19 03:10:12,2025-01-19 16:10:12,-36.8323695,174.7583833,49.93,50.81,22.48,41.76,40.38,62.69,19.09,0.22,24.03,1.1,32.39,-16.7,-9.47,0.0,-1.5,7.0,15.37,32.08,12.95,-1.59,0.31,744.79,719.89,689.3,-0.03,2.61,4.67,6.23,7.01,-4.87,1.97,7.0,3.0,25011905.0,-131.27,-1.4,43.17,426.45,29.32,24.2,,311.70692290570355,33.21945577160058,70.77307709429647
GBR,2025-01-19 03:10:13,2025-01-19 16:10:13,-36.8322534,174.7584469,50.31,50.72,21.8,41.57,40.47,62.77,19.38,-1.68,21.94,2.0,33.22,-16.68,-8.99,0.0,-0.68,8.6,18.05,34.74,13.56,0.29,0.48,1056.09,1051.91,1223.36,-0.09,2.64,4.7,1.92,7.01,-4.88,1.98,7.0,3.0,25011905.0,-132.27,-1.4,40.93,426.64,29.32,23.4,,310.33901165900716,32.56611159429804,71.46098834099286
GBR,2025-01-19 03:10:14,2025-01-19 16:10:14,-36.8321341,174.7585069,51.87,52.84,21.62,41.49,40.56,62.77,19.37,2.44,22.66,2.33,36.16,-16.71,-9.97,0.0,-2.53,5.15,12.88,29.66,12.32,-1.46,1.43,1102.09,957.27,1042.42,-1.39,2.46,4.18,3.03,7.01,-4.87,1.97,7.0,3.0,25011905.0,-133.27,-1.4,38.07,413.03,29.32,22.6,,309.4263582338446,32.94190733460871,72.1936417661554
GBR,2025-01-19 03:10:15,2025-01-19 16:10:15,-36.8320132,174.7585737,52.52,53.11,24.78,40.65,40.24,62.94,18.51,1.39,26.13,1.63,38.63,-16.72,-10.29,0.0,-3.18,4.48,12.48,29.19,12.18,-0.96,0.73,947.16,896.6,912.66,-0.19,2.46,4.07,2.07,7.01,-4.87,1.97,7.0,3.0,25011905.0,-134.27,-1.4,37.79,403.08,29.32,21.8,,311.8383030811035,35.032451474798144,72.94169691889647
GBR,2025-01-19 03:10:16,2025-01-19 16:10:16,-36.831893,174.7586463,53.39,54.31,24.22,39.89,40.16,63.06,17.49,-1.14,25.98,0.48,40.76,-16.72,-10.25,0.0,-3.06,4.53,12.73,29.45,13.19,-1.7,-0.57,830.23,766.05,800.91,0.7,2.48,4.09,3.41,7.01,-4.87,1.97,7.0,3.0,25011905.0,-135.17,-1.4,37.47,391.61,29.32,21.1,,310.5280651744149,34.69391328243013,73.69193482558512
GBR,2025-01-19 03:10:17,2025-01-19 16:10:17,-36.8317692,174.7587174,54.44,55.15,22.31,40.2,39.9,63.05,17.69,-1.96,22.69,1.75,40.78,-16.72,-10.23,0.0,-3.03,4.5,12.62,29.34,13.53,-0.94,-1.07,779.47,904.76,861.69,0.58,2.46,3.98,3.66,7.01,-4.88,1.97,7.0,3.0,25011905.0,-136.17,-1.4,34.08,379.94,29.32,20.2,,307.82023315186024,33.3818483940318,74.48976684813977
GBR,2025-01-19 03:10:18,2025-01-19 16:10:18,-36.8316417,174.7587826,54.73,55.22,21.0,40.31,39.71,62.93,17.78,-0.39,21.77,1.61,40.55,-16.72,-10.18,0.0,-2.96,4.8,12.77,29.48,14.04,-1.17,-1.48,1071.06,1031.04,1176.74,-0.49,2.65,4.26,2.71,7.01,-4.86,1.97,7.0,3.0,25011905.0,-137.17,-1.4,32.14,369.83,29.32,19.3,,305.6556862985787,31.902826040926417,75.3443137014213
GBR,2025-01-19 03:10:19,2025-01-19 16:10:19,-36.8315131,174.7588495,55.65,56.35,21.89,40.64,40.17,62.87,17.29,0.65,23.98,0.59,40.58,-16.72,-10.12,0.0,-2.73,5.1,13.29,30.0,13.33,-1.83,-1.64,838.99,779.64,792.75,0.48,2.66,4.2,4.27,7.01,-4.86,1.97,7.0,3.0,25011905.0,-138.17,-1.4,31.24,358.06,29.32,18.4,,305.66564527633795,32.44696504655432,76.22435472366203
GBR,2025-01-19 03:10:20,2025-01-19 16:10:20,-36.8313834,174.7589181,55.79,56.27,21.36,40.64,39.66,62.83,17.7,-0.97,21.39,1.96,39.51,-16.72,-10.09,0.0,-2.76,4.9,13.11,29.82,13.83,-0.61,-1.42,1006.22,1038.6,1104.3,-0.19,2.64,4.16,3.32,7.01,-4.87,1.97,7.0,3.0,25011905.0,-139.17,-1.4,29.63,345.48,29.32,17.5,,304.2290499035588,31.38202279086794,77.13095009644121
GBR,2025-01-19 03:10:21,2025-01-19 16:10:21,-36.8312523,174.7589834,56.1,56.68,21.08,40.41,39.32,62.72,17.45,0.87,22.03,1.46,40.56,-16.72,-10.23,0.0,-3.05,4.38,12.16,28.95,13.02,-1.45,-0.46,1180.41,1185.7,1222.63,-0.46,2.64,4.15,2.88,7.0,-4.87,1.97,7.0,3.0,25011905.0,-140.17,-1.4,28.23,334.46,29.32,16.6,,303.00570559400575,30.558934959895417,78.07429440599424
GBR,2025-01-19 03:10:22,2025-01-19 16:10:22,-36.8311214,174.7590528,56.3,56.86,22.69,40.16,39.48,62.71,16.9,0.15,24.28,0.77,41.33,-16.74,-11.31,0.0,-5.29,1.03,7.57,24.31,12.51,-1.62,0.43,1000.2,964.14,971.67,1.08,2.63,4.16,3.45,7.0,-4.88,1.97,7.0,3.0,25011905.0,-141.27,-1.4,27.98,321.79,29.32,15.5,,303.6579525893738,31.203359305984854,79.0320474106262
GBR,2025-01-19 03:10:23,2025-01-19 16:10:23,-36.8309906,174.7591222,56.61,57.54,20.72,39.8,39.39,62.59,16.89,-1.26,21.57,0.97,42.66,-16.74,-10.73,0.0,-4.21,2.87,10.29,27.01,12.82,-2.24,-0.64,1047.66,957.0,990.38,1.0,2.82,4.5,3.32,7.01,-4.88,1.97,7.0,3.0,25011905.0,-142.27,-1.4,26.57,310.79,29.32,14.6,,300.70895510686796,28.90944213593791,80.01104489313201
GBR,2025-01-19 03:10:24,2025-01-19 16:10:24,-36.8308564,174.7591887,57.58,58.16,20.92,40.09,39.29,62.46,17.02,-0.25,21.45,1.56,44.42,-16.73,-10.67,0.0,-4.14,2.84,10.1,26.85,13.32,-1.91,-1.3,920.1,842.39,861.04,0.41,2.79,4.32,3.44,7.01,-4.87,1.97,7.0,3.0,25011905.0,-143.17,-1.4,24.5,297.58,29.32,13.8,,299.87648852183173,28.682438508252666,81.04351147816828
GBR,2025-01-19 03:10:25,2025-01-19 16:10:25,-36.8307205,174.7592542,58.11,58.83,20.29,39.93,38.88,62.3,16.86,0.35,20.95,1.59,42.16,-16.74,-11.14,0.0,-5.14,1.15,7.56,24.35,13.21,-1.74,-0.79,954.14,890.12,920.32,-0.23,2.8,4.3,3.64,7.0,-4.86,1.97,7.0,3.0,25011905.0,-144.27,-1.4,23.2,286.11,29.32,12.7,,298.1763195617694,27.43875637481512,82.11368043823063
GBR,2025-01-19 03:10:26,2025-01-19 16:10:26,-36.8305828,174.7593201,58.46,58.85,21.8,39.26,38.42,62.18,16.98,2.39,21.74,2.94,40.56,-16.75,-11.85,0.0,-6.52,-0.76,5.34,22.09,13.37,-1.27,-1.0,974.44,953.54,983.65,-0.64,2.82,4.35,2.13,7.01,-4.86,1.97,7.0,3.0,25011905.0,-145.27,-1.4,21.83,272.26,29.32,11.7,,298.5785369490291,27.965096954618936,83.2214630509709
GBR,2025-01-19 03:10:27,2025-01-19 16:10:27,-36.8304476,174.7593918,57.8,58.27,23.99,38.65,38.15,62.19,16.19,1.39,24.97,1.42,41.23,-16.76,-11.84,0.0,-6.39,-0.57,5.48,22.24,12.86,-1.9,-0.57,1028.39,1075.22,1014.72,0.02,2.95,4.68,3.73,7.01,-4.87,1.97,7.0,3.0,25011905.0,-146.27,-1.4,22.08,259.65,29.32,10.8,,299.6632955611977,28.605341952148738,84.32670443880232
GBR,2025-01-19 03:10:28,2025-01-19 16:10:28,-36.8303166,174.7594681,56.42,56.93,24.44,38.36,38.32,62.24,16.28,-0.01,24.63,1.71,42.23,-16.75,-11.85,0.0,-6.32,-0.49,5.46,22.21,11.33,-1.9,-1.15,1117.89,1124.77,1101.31,1.09,2.91,4.72,4.17,5.07,-4.88,6.59,7.0,3.0,25011905.0,-147.27,-1.4,22.07,249.34,29.32,9.9,,299.0234947396787,27.373191340633547,85.41650526032129
GBR,2025-01-19 03:10:29,2025-01-19 16:10:29,-36.830189,174.7595429,54.99,55.57,26.2,38.58,38.62,62.36,17.18,3.75,26.81,2.54,41.26,-16.74,-11.86,0.0,-6.36,-0.62,5.38,22.14,14.05,-1.86,-2.27,1182.59,1070.8,1178.23,-0.33,3.18,5.24,2.93,-0.93,-4.87,7.26,7.0,3.0,25011905.0,-148.27,-1.4,21.59,236.52,29.32,9.2,,299.69906680262983,27.2444941903623,86.50093319737016
